YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,LN_CD_1,LN_CD_2,LN_CD_3,LN_DT,LN_AMT,RATE_YN,RPY_CD,EXP_DT,RATE,RPY_AMT
201905,1156904,1,24,3372246,0,0031,100,000,201712,3500,1,01,202012,24000,0
201910,159954,1,24,6424373,0,0031,100,000,201807,2400,1,01,202007,24000,0
202005,1130873,1,24,7265954,0,0031,100,000,201906,1300,1,01,202006,24000,0
201810,1828640,1,24,4607526,0,0031,100,000,201710,2700,0,00,000000,0,0
201811,1084214,1,24,9383129,0,0031,100,000,201804,4500,0,00,000000,0,0
201905,1950631,1,24,8983053,0,0031,100,000,201402,3500,0,00,000000,0,0
201912,343589,1,24,4467695,0,0031,100,000,201604,2400,0,00,000000,0,0
201911,177795,1,24,7796073,0,0031,100,000,201604,1300,1,08,202104,28000,0
201911,1228504,1,24,5775921,0,0031,100,000,201906,2400,1,01,202406,24000,0
201912,773478,1,24,9712239,0,0031,100,000,201810,1400,1,04,202110,24000,0
201909,586647,1,24,3677192,0,0031,100,000,201508,3000,0,00,000000,0,0
202002,288219,1,24,3006154,0,0031,100,000,201507,280,0,00,000000,0,0
201806,1355277,1,24,3911321,0,0031,100,000,201512,340,0,00,000000,0,0
201904,1062411,1,24,5337080,0,0031,100,000,201709,2800,0,00,000000,0,0
201902,1873580,1,24,9638720,0,0031,100,000,201901,3500,0,00,000000,0,0
201910,1521706,1,24,9020474,0,0031,100,000,201611,20000,0,00,000000,0,0
201810,1256944,1,24,5975498,0,0031,100,000,201001,3800,0,00,000000,0,0
202005,463993,1,24,6912529,0,0031,100,000,201407,920,0,00,000000,0,0
202003,1768880,1,24,2352044,0,0031,100,000,201603,6500,0,00,000000,0,0
201912,1503270,1,24,7337837,0,0031,100,000,201506,2400,1,01,202006,28000,0
201909,730117,1,24,692374,0,0031,100,000,201902,3900,1,01,202401,24000,0
201902,716289,1,24,501705,0,0031,100,000,201512,12000,0,00,000000,0,0
202004,1768880,1,24,2352044,0,0031,100,000,202004,3900,1,01,202504,24000,0
201812,33911,1,24,5755436,0,0031,100,000,201701,3600,0,00,000000,0,0
201901,89815,1,24,2237383,0,0031,100,000,201607,2200,0,00,000000,0,0
201810,1639016,1,24,9592837,0,0031,100,000,201809,3300,0,00,000000,0,0
201807,1552853,1,24,9725319,0,0031,100,000,201608,3100,0,00,000000,0,0
201808,1625999,1,24,8407353,0,0031,100,000,201505,2100,0,00,000000,0,0
201912,1181837,1,24,1649261,0,0031,100,000,201906,2200,1,04,202306,24000,0
201811,1579497,1,24,152834,0,0031,100,000,201708,12000,0,00,000000,0,0
201811,302007,1,24,7729377,0,0031,100,000,201801,2100,0,00,000000,0,0
202003,547433,1,24,9117829,0,0031,100,000,201608,2700,1,01,202109,28000,0
201902,112464,1,24,5031782,0,0031,100,000,201804,9900,0,00,000000,0,0
201807,1208746,1,24,3192709,0,0031,100,000,201510,11000,0,00,000000,0,0
201903,1132423,1,24,2239246,0,0031,100,000,201204,1700,0,00,000000,0,0
201902,1485521,1,24,8968058,0,0031,100,000,201901,3300,0,00,000000,0,0
201808,343589,1,24,4467695,0,0031,100,000,201604,2400,0,00,000000,0,0
201908,498400,1,24,2825770,0,0031,100,000,201809,700,1,01,202109,24000,0
201806,160596,1,24,6115244,0,0031,100,000,201604,2400,0,00,000000,0,0
202002,1028582,1,24,9547439,0,0031,100,000,201506,2700,1,01,202006,25000,0
201901,674916,1,24,6992312,0,0031,100,000,201601,850,0,00,000000,0,0
201907,404782,1,24,2863770,0,0031,100,000,201802,9600,1,04,202210,24000,0
201910,1315533,1,24,4569093,0,0031,100,000,201902,3900,1,01,202002,24000,0
201806,1854834,1,24,6635506,0,0031,100,000,201710,7200,0,00,000000,0,0
201812,1630054,1,24,7746479,0,0031,100,000,201708,2700,0,00,000000,0,0
202005,1552981,1,24,660964,0,0031,100,000,201504,3300,0,00,000000,0,0
202002,1695488,1,24,8645637,0,0031,100,000,201604,520,1,01,202104,28000,0
201901,1752841,1,24,7813911,0,0031,100,000,201304,20000,0,00,000000,0,0
201901,1281289,1,24,9238086,0,0031,100,000,201602,4100,0,00,000000,0,0
201906,1918004,1,24,6782309,0,0031,100,000,201609,2500,0,00,000000,0,0
201810,1876977,1,24,8277519,0,0031,100,000,201806,2200,0,00,000000,0,0
201910,1202346,1,24,6044744,0,0031,100,000,201608,8100,1,01,202108,28000,0
201906,835000,1,24,2474190,0,0031,100,000,201508,2700,0,00,000000,0,0
201812,256847,1,24,715542,0,0031,100,000,201602,2100,0,00,000000,0,0
201810,1777994,1,24,4682992,0,0031,100,000,201508,2700,0,00,000000,0,0
201912,8667,1,24,93270,0,0031,100,000,201506,13000,1,01,202006,28000,0
201806,1803098,1,24,7138331,0,0031,100,000,201805,20000,0,00,000000,0,0
201811,1208746,1,24,3192709,0,0031,100,000,201605,3300,0,00,000000,0,0
202001,1231527,1,24,8468971,0,0031,100,000,201506,7000,1,01,202006,28000,0
201912,1272264,1,24,5960022,0,0031,100,000,201001,3500,0,00,000000,0,0
202005,1140387,1,24,3254828,0,0031,100,000,201710,17000,0,00,000000,0,0
202006,1331940,1,24,9233137,0,0031,100,000,201512,2300,1,01,202012,30000,0
202001,1547190,1,24,2932733,0,0031,100,000,202001,2700,1,01,202301,24000,0
202003,458052,1,24,5817433,0,0031,100,000,201811,2600,1,04,202306,24000,0
201901,1306475,1,24,4659719,0,0031,100,000,201509,3600,0,00,000000,0,0
201808,1578781,1,24,3515952,0,0031,100,000,201507,4400,0,00,000000,0,0
201910,941161,1,24,9462598,0,0031,100,000,201001,1500,0,00,000000,0,0
201901,1907852,1,24,6574369,0,0031,100,000,201602,2400,0,00,000000,0,0
201907,547433,1,24,9117829,0,0031,100,000,201608,2700,1,01,202109,28000,0
201907,1593802,1,24,4409831,0,0031,100,000,201509,3400,1,01,202009,30000,0
202002,1768888,1,24,2589371,0,0031,100,000,201405,3400,0,00,000000,0,0
201806,1246002,1,24,5293277,0,0031,100,000,201706,270,0,00,000000,0,0
201808,1823637,1,24,8478514,0,0031,100,000,201504,3600,0,00,000000,0,0
201812,980768,1,24,4046079,0,0031,100,000,201709,2200,0,00,000000,0,0
201904,662243,1,24,9585801,0,0031,100,000,201109,810,0,00,000000,0,0
201903,118218,1,24,8812871,0,0031,100,000,201605,3500,0,00,000000,0,0
201806,246923,1,24,4779432,0,0031,100,000,201712,4500,0,00,000000,0,0
202003,468886,1,24,3764136,0,0031,100,000,201602,3600,1,01,202102,30000,0
201910,19050,1,24,1512102,0,0031,100,000,201901,3300,1,04,202101,24000,0
201910,1535430,1,24,5548765,0,0031,100,000,201605,2400,1,01,202105,24000,0
201909,1086252,1,24,9245091,0,0031,100,000,201510,3600,1,01,202010,30000,0
202005,939211,1,24,6735663,0,0031,100,000,201105,5500,0,00,000000,0,0
201902,179145,1,24,2628280,0,0031,100,000,201612,2600,0,00,000000,0,0
202002,888544,1,24,1318551,0,0031,240,000,201609,13000,0,00,000000,0,0
201912,1012213,1,24,7236651,0,0031,100,000,201306,6700,0,00,000000,0,0
202004,1290341,1,24,2213615,0,0031,100,000,201604,300,0,00,000000,0,0
201912,375265,1,24,3016603,0,0031,100,000,201510,1700,0,00,000000,0,0
201903,1331940,1,24,2988494,0,0031,100,000,201512,2300,0,00,000000,0,0
202004,864980,1,24,7114386,0,0031,100,000,201707,12000,1,01,202206,19000,0
201905,1782391,1,24,19199,0,0031,100,000,201810,16000,0,00,000000,0,0
202004,716289,1,24,501705,0,0031,100,000,201512,12000,1,01,202012,30000,0
202004,1192255,1,24,5987913,0,0031,100,000,201508,13000,1,01,202008,30000,0
201909,1591686,1,24,1772322,0,0031,100,000,201909,3600,1,04,202109,24000,0
202003,619476,1,24,1119224,0,0031,100,000,201310,5700,0,00,000000,0,0
201904,1642338,1,24,9195989,0,0031,100,000,201209,20000,0,00,000000,0,0
201903,247079,1,24,8905364,0,0031,100,000,201806,2300,0,00,000000,0,0
201910,1639016,1,24,2301769,0,0031,100,000,201812,2900,1,04,202307,24000,0
201905,1331940,1,24,2988494,0,0031,100,000,201512,2300,0,00,000000,0,0
201911,623363,1,24,9325934,0,0031,100,000,201001,20000,0,00,000000,0,0
201911,1028582,1,24,9547439,0,0031,100,000,201506,2700,1,01,202006,25000,0
201910,1281289,1,24,9238086,0,0031,100,000,201602,4100,1,01,202102,28000,0
202006,118218,1,24,7492635,0,0031,100,000,201605,2700,0,00,000000,0,0
202003,467185,1,24,10055691,0,0031,100,000,201703,1300,0,00,000000,0,0
201808,171450,1,24,5048473,0,0031,590,000,201604,5000,0,00,000000,0,0
201904,1073078,1,24,9779459,0,0031,100,000,201607,3300,1,01,201907,28000,0
201912,1752841,1,24,7813911,0,0031,100,000,201001,470,0,00,000000,0,0
201907,1086997,1,24,1749554,0,0031,100,000,201106,3100,0,00,000000,0,0
201906,463993,1,24,6912529,0,0031,100,000,201407,1100,0,00,000000,0,0
201808,1547181,1,24,6094843,0,0031,100,000,201504,3300,0,00,000000,0,0
201806,1236182,1,24,4387458,0,0031,100,000,201301,9100,0,00,000000,0,0
201912,345412,1,24,1277065,0,0031,100,000,201507,1300,0,00,000000,0,0
202001,1335818,1,24,855368,0,0031,100,000,201611,1700,1,01,202011,28000,0
201806,560032,1,24,8105873,0,0031,100,000,201209,2000,0,00,000000,0,0
201909,748795,1,24,3591571,0,0031,200,000,201702,16000,0,00,000000,0,0
201903,1881091,1,24,3936713,0,0031,100,000,201506,3900,0,00,000000,0,0
201906,848149,1,24,1152562,0,0031,100,000,201703,3600,1,01,202203,28000,0
201810,813126,1,24,6766668,0,0031,100,000,201705,3900,0,00,000000,0,0
201901,980768,1,24,4046079,0,0031,100,000,201709,2200,0,00,000000,0,0
201908,1301034,1,24,8792032,0,0031,100,000,201906,3400,1,01,202406,24000,0
201807,247079,1,24,5580819,0,0031,100,000,201504,2300,0,00,000000,0,0
201901,70784,1,24,8593094,0,0031,100,000,201707,1100,0,00,000000,0,0
201904,1890978,1,24,7296192,0,0031,100,000,201211,4100,0,00,000000,0,0
201812,431957,1,24,6616109,0,0031,100,000,201707,1100,0,00,000000,0,0
201901,1171477,1,24,2152512,0,0031,100,000,201302,2600,0,00,000000,0,0
201903,463993,1,24,6912529,0,0031,100,000,201407,1200,0,00,000000,0,0
201904,348280,1,24,5504976,0,0031,100,000,201810,1800,1,04,202011,24000,0
201811,731059,1,24,9173256,0,0031,100,000,201712,5200,0,00,000000,0,0
201808,1012213,1,24,753849,0,0031,100,000,201201,9600,0,00,000000,0,0
202002,1161457,1,24,9656623,0,0031,100,000,201909,3600,1,01,202009,24000,0
201808,1258336,1,24,879044,0,0031,100,000,201612,2200,0,00,000000,0,0
201810,78443,1,24,5829648,0,0031,100,000,201802,2400,0,00,000000,0,0
201902,1705091,1,24,4659495,0,0031,100,000,201803,3400,0,00,000000,0,0
201808,1559728,1,24,6834112,0,0031,100,000,201603,2000,0,00,000000,0,0
202005,1679303,1,24,1999266,0,0031,100,000,201712,12000,1,01,202012,28000,0
201809,354094,1,24,8699491,0,0031,100,000,201105,870,0,00,000000,0,0
201910,1517141,1,24,7299049,0,0031,100,000,201806,2100,1,04,202208,24000,0
202004,888544,1,24,321883,0,0031,590,000,201612,1300,0,00,000000,0,0
202001,597307,1,24,2072142,0,0031,100,000,201603,16000,0,00,000000,0,0
201901,1133606,1,24,8439118,0,0031,100,000,201708,4500,0,00,000000,0,0
202003,944001,1,24,1618153,0,0031,100,000,201703,2300,1,04,202103,28000,0
202002,1181837,1,24,1649261,0,0031,100,000,201906,2200,1,04,202306,24000,0
201903,1572055,1,24,9288972,0,0031,100,000,201702,1300,0,00,000000,0,0
202001,646791,1,24,8619319,0,0031,100,000,201807,2100,1,01,202307,24000,0
202002,1335818,1,24,8308406,0,0031,100,000,201907,2100,1,01,202407,24000,0
201905,1483270,1,24,2577760,0,0031,100,000,201805,1500,0,00,000000,0,0
201907,1505328,1,24,1790590,0,0031,100,000,201903,3000,1,04,202203,24000,0
201909,1147085,1,24,8412528,0,0031,290,000,201803,7100,1,04,202303,24000,0
201907,1875318,1,24,3041465,0,0031,100,000,201404,2400,0,00,000000,0,0
201912,1374501,1,24,10039433,0,0031,100,000,201804,1300,1,04,202104,24000,0
201806,1745042,1,24,6665424,0,0031,100,000,201806,11000,0,00,000000,0,0
202003,1302487,1,24,5635201,0,0031,100,000,201806,220,1,04,202005,24000,0
202004,773478,1,24,9712239,0,0031,100,000,201810,1200,1,04,202110,24000,0
201806,231002,1,24,10020936,0,0031,100,000,201806,3200,0,00,000000,0,0
201912,458052,1,24,9247780,0,0031,100,000,201705,5600,1,01,202205,24000,0
201910,1012213,1,24,7236651,0,0031,100,000,201306,6700,0,00,000000,0,0
202003,1587290,1,24,8100621,0,0031,100,000,201702,2000,1,01,202202,28000,0
202001,177795,1,24,7796073,0,0031,100,000,201604,1200,1,08,202104,28000,0
201810,812698,1,24,2980617,0,0031,100,000,201507,15000,0,00,000000,0,0
201807,952870,1,24,9320846,0,0031,100,000,201705,5500,0,00,000000,0,0
201912,864980,1,24,4387446,0,0031,100,000,201708,16000,1,01,202207,19000,0
201905,302007,1,24,7729377,0,0031,100,000,201801,1800,1,04,202201,24000,0
202001,560032,1,24,420901,0,0031,100,000,201406,2400,0,00,000000,0,0
202006,985042,1,24,8498013,0,0031,100,000,201504,570,0,00,000000,0,0
201812,160596,1,24,7157794,0,0031,100,000,201610,550,0,00,000000,0,0
201907,845786,1,24,4718144,0,0031,590,000,201102,1600,0,00,000000,0,0
201901,1218286,1,24,7332706,0,0031,100,000,201603,4000,0,00,000000,0,0
201901,1578781,1,24,3515952,0,0031,100,000,201507,4400,0,00,000000,0,0
201909,1573436,1,24,930967,0,0031,100,000,201507,3300,1,01,202007,28000,0
202004,1233170,1,24,3413854,0,0031,100,000,201512,2100,0,00,000000,0,0
201910,1898541,1,24,5067448,0,0031,100,000,201901,2400,1,04,202201,24000,0
201809,18948,1,24,8412104,0,0031,100,000,201510,4400,0,00,000000,0,0
201908,105952,1,24,3876376,0,0031,100,000,201509,6300,1,08,202009,24000,0
201812,498400,1,24,523044,0,0031,100,000,201509,2400,0,00,000000,0,0
201901,125946,1,24,1336708,0,0031,100,000,201601,2700,0,00,000000,0,0
201907,619476,1,24,559066,0,0031,100,000,201310,5000,0,00,000000,0,0
201906,398949,1,24,8677143,0,0031,100,000,201707,7000,1,01,201907,28000,0
201901,238475,1,24,8549236,0,0031,100,000,201604,2300,0,00,000000,0,0
201912,1873717,1,24,8285418,0,0031,100,000,201802,110,1,04,000000,28000,0
202003,1116255,1,24,6935152,0,0031,100,000,201708,20000,0,00,000000,0,0
201910,1930541,1,24,3218652,0,0037,000,000,201208,3700,0,00,000000,0,0
202003,851254,1,24,5288864,0,0031,100,000,201905,3600,1,01,202205,24000,0
202006,746293,1,24,9912714,0,0031,100,000,201807,1500,1,01,202307,24000,0
201809,1439566,1,24,1507368,0,0031,100,000,201511,3300,0,00,000000,0,0
201905,1587290,1,24,3559325,0,0031,100,000,201212,6000,0,00,000000,0,0
201906,1311201,1,24,4174103,0,0031,100,000,201310,100,0,00,000000,0,0
201912,1084214,1,24,9383129,0,0031,100,000,201911,8700,1,01,202111,24000,0
201808,1450306,1,24,1055946,0,0031,100,000,201801,3200,0,00,000000,0,0
201909,1917576,1,24,2327823,0,0031,500,000,201206,9200,0,00,000000,0,0
201810,1552981,1,24,3104631,0,0031,100,000,201508,2900,0,00,000000,0,0
201812,338702,1,24,7395964,0,0031,100,000,201610,11000,0,00,000000,0,0
202001,742965,1,24,4908800,0,0031,100,000,201310,3600,0,00,000000,0,0
201807,846210,1,24,7769983,0,0031,100,000,201608,2200,0,00,000000,0,0
201806,1503270,1,24,7337837,0,0031,100,000,201506,2400,0,00,000000,0,0
201902,130922,1,24,8030572,0,0031,100,000,201609,13000,0,00,000000,0,0
201904,1012213,1,24,753849,0,0031,100,000,201201,9600,0,00,000000,0,0
202001,127546,1,24,741593,0,0031,100,000,201612,2100,1,01,202112,28000,0
202005,1820062,1,24,4132217,0,0031,100,000,201812,2400,1,01,202012,24000,0
201910,1921811,1,24,6602987,0,0031,100,000,201904,20000,1,04,202204,24000,0
201812,826676,1,24,962333,0,0031,100,000,201505,5500,0,00,000000,0,0
201907,19050,1,24,1512102,0,0031,100,000,201907,11000,1,01,202407,24000,0
201903,476671,1,24,6847982,0,0031,100,000,201704,3400,0,00,000000,0,0
201905,1958153,1,24,9662556,0,0031,100,000,201610,3600,1,01,201910,28000,0
201908,1335818,1,24,855368,0,0031,100,000,201611,1800,1,01,202011,28000,0
201908,1311707,1,24,7178032,0,0031,100,000,201807,5100,1,01,202307,24000,0
201910,348280,1,24,6769355,0,0031,100,000,201810,2400,1,04,202210,24000,0
202003,1293383,1,24,194591,0,0031,100,000,201201,6200,0,00,000000,0,0
201808,586647,1,24,7372117,0,0031,100,000,201410,14000,0,00,000000,0,0
201909,722328,1,24,7621178,0,0031,290,000,201803,2100,1,01,202103,24000,0
202004,348280,1,24,5504976,0,0031,100,000,201810,710,1,04,202011,24000,0
201912,1552981,1,24,660964,0,0031,100,000,201508,8800,0,00,000000,0,0
201806,826676,1,24,355130,0,0031,100,000,201505,3300,0,00,000000,0,0
201909,454554,1,24,826552,0,0031,100,000,201608,1000,1,01,202108,28000,0
201910,247079,1,24,8905364,0,0031,100,000,201806,1400,1,04,202008,24000,0
201812,944001,1,24,1618153,0,0031,100,000,201703,4300,0,00,000000,0,0
201910,742965,1,24,4908800,0,0031,100,000,201310,3600,0,00,000000,0,0
201904,475838,1,24,7150691,0,0031,100,000,201012,6600,0,00,000000,0,0
201910,253927,1,24,6354311,0,0031,100,000,201801,11000,1,04,202208,24000,0
201811,77690,1,24,4353417,0,0031,100,000,201406,4300,0,00,000000,0,0
201903,294874,1,24,3289649,0,0031,100,000,201602,600,1,01,202101,28000,0
202002,1186437,1,24,4959330,0,0031,100,000,201706,2700,0,00,000000,0,0
201904,19050,1,24,2610804,0,0031,100,000,201703,7700,0,00,000000,0,0
202004,1692899,1,24,5364154,0,0031,100,000,201111,6000,0,00,000000,0,0
202002,773478,1,24,9712239,0,0031,100,000,201810,1300,1,04,202110,24000,0
202004,1898541,1,24,5067448,0,0031,100,000,201603,1200,1,01,202103,28000,0
201907,952870,1,24,1126933,0,0031,100,000,201711,6300,1,01,202211,28000,0
201905,1166417,1,24,638621,0,0031,100,000,201001,4300,0,00,000000,0,0
201907,1302487,1,24,4140380,0,0031,100,000,201711,8100,1,01,201911,24000,0
201807,354094,1,24,8699491,0,0031,100,000,201105,870,0,00,000000,0,0
201907,44370,1,24,8656228,0,0031,100,000,201902,11000,1,04,202310,24000,0
201808,835000,1,24,2474190,0,0031,100,000,201508,2700,0,00,000000,0,0
201809,746293,1,24,9912714,0,0031,100,000,201807,2000,0,00,000000,0,0
201807,160596,1,24,7157794,0,0031,100,000,201610,550,0,00,000000,0,0
201808,202181,1,24,3665655,0,0031,100,000,201807,18000,0,00,000000,0,0
201907,1236182,1,24,4146123,0,0031,100,000,201203,4500,0,00,000000,0,0
201906,560032,1,24,8105873,0,0031,100,000,201209,2000,0,00,000000,0,0
201909,1052666,1,24,14923,0,0031,100,000,201611,3900,0,00,000000,0,0
201808,1011342,1,24,9681885,0,0031,100,000,201705,11000,0,00,000000,0,0
202005,1578781,1,24,3549248,0,0031,100,000,201511,5600,0,00,000000,0,0
201902,1315292,1,24,5573269,0,0031,100,000,201610,2400,0,00,000000,0,0
201911,1888036,1,24,7813833,0,0031,100,000,201604,2400,1,01,202103,28000,0
201909,1331940,1,24,2988494,0,0031,100,000,201512,2300,1,01,202012,30000,0
201905,109155,1,24,818679,0,0031,590,000,201111,3500,0,00,000000,0,0
201808,1752841,1,24,7813911,0,0031,100,000,201001,470,0,00,000000,0,0
202003,1875318,1,24,3041465,0,0031,100,000,201404,2400,0,00,000000,0,0
201911,1823637,1,24,5077271,0,0031,100,000,201312,9600,0,00,000000,0,0
201810,202181,1,24,3665655,0,0031,100,000,201807,18000,0,00,000000,0,0
201901,1256944,1,24,5975498,0,0031,100,000,201001,3600,0,00,000000,0,0
201909,952870,1,24,1126933,0,0031,100,000,201711,6300,1,01,202211,28000,0
201909,1587290,1,24,8100621,0,0031,100,000,201702,2400,1,01,202202,28000,0
201910,1302487,1,24,8740028,0,0031,100,000,201807,2600,1,01,202007,24000,0
201902,741096,1,24,5782673,0,0031,100,000,201809,3600,0,00,000000,0,0
201908,1522090,1,24,9703173,0,0031,100,000,201710,3100,1,01,202210,28000,0
201906,1783915,1,24,1903299,0,0031,100,000,201811,3500,1,04,202301,24000,0
201906,247079,1,24,7740805,0,0031,100,000,201607,2400,1,01,202107,28000,0
201808,1533292,1,24,7610083,0,0031,100,000,201604,4800,0,00,000000,0,0
201905,693403,1,24,3841585,0,0031,100,000,201709,3100,1,04,201912,28000,0
201910,976801,1,24,4202193,0,0031,100,000,201802,490,1,01,202002,24000,0
201912,105952,1,24,9538041,0,0031,100,000,201601,2700,1,01,202101,28000,0
202003,1233170,1,24,3413854,0,0031,100,000,201512,2100,0,00,000000,0,0
202001,845786,1,24,4718144,0,0031,590,000,201102,1600,0,00,000000,0,0
201902,1381166,1,24,8816549,0,0031,100,000,201803,190,0,00,000000,0,0
201911,573096,1,24,5881119,0,0031,100,000,201809,720,1,01,202304,24000,0
201903,1272264,1,24,5960022,0,0031,100,000,201001,3500,0,00,000000,0,0
201911,203220,1,24,2412843,0,0031,100,000,201507,2000,0,00,000000,0,0
201809,246923,1,24,5744777,0,0031,100,000,201802,11000,0,00,000000,0,0
201905,494650,1,24,10032770,0,0031,100,000,201305,12000,0,00,000000,0,0
201912,656457,1,24,9748415,0,0031,100,000,201901,900,1,01,202401,24000,0
202004,1114316,1,24,3219813,0,0031,100,000,201510,3100,0,00,000000,0,0
201912,1062411,1,24,1683160,0,0031,100,000,201708,2800,1,08,202208,28000,0
201809,1873580,1,24,155121,0,0031,100,000,201707,3600,0,00,000000,0,0
201906,1231527,1,24,8468971,0,0031,100,000,201506,7000,1,01,202006,28000,0
201806,1132423,1,24,3159539,0,0031,100,000,201204,1700,0,00,000000,0,0
202006,978075,1,24,9910603,0,0031,100,000,201904,17000,1,04,202404,24000,0
201908,1140387,1,24,3254828,0,0031,100,000,201710,17000,0,00,000000,0,0
201902,1896585,1,24,234077,0,0031,100,000,201308,3500,0,00,000000,0,0
201910,580622,1,24,8321995,0,0031,100,000,201109,10000,0,00,000000,0,0
202006,819490,1,24,7895031,0,0031,100,000,201705,3300,1,01,202205,28000,0
202006,564209,1,24,6358456,0,0031,100,000,201612,5500,0,00,000000,0,0
201806,846210,1,24,7769983,0,0031,100,000,201608,2200,0,00,000000,0,0
202003,534845,1,24,3324234,0,0031,100,000,201505,12000,0,00,000000,0,0
201901,1450306,1,24,1055946,0,0031,100,000,201801,3100,0,00,000000,0,0
202005,1801809,1,24,4532206,0,0031,100,000,201708,8900,1,04,202208,28000,0
201904,157618,1,24,485525,0,0031,590,000,201405,590,0,00,000000,0,0
201901,1043858,1,24,2401164,0,0031,100,000,201706,900,0,00,000000,0,0
201809,177795,1,24,7796073,0,0031,100,000,201506,2000,0,00,000000,0,0
201806,1505702,1,24,7559330,0,0031,100,000,201703,2100,0,00,000000,0,0
201908,1859347,1,24,9798640,0,0031,100,000,201707,920,1,04,201911,28000,0
201808,1517141,1,24,8818769,0,0031,100,000,201804,9500,0,00,000000,0,0
201904,1729585,1,24,4258787,0,0031,100,000,201306,4800,0,00,000000,0,0
202003,1521706,1,24,9020474,0,0031,100,000,201611,20000,0,00,000000,0,0
201907,1086252,1,24,9245091,0,0031,100,000,201510,3600,1,01,202010,30000,0
201901,968124,1,24,1868499,0,0031,100,000,201002,2200,0,00,000000,0,0
201903,1147085,1,24,7724148,0,0031,290,000,201803,6700,0,00,000000,0,0
201807,1180838,1,24,5734996,0,0031,100,000,201806,4800,0,00,000000,0,0
201907,112464,1,24,5031782,0,0031,100,000,201804,9900,1,01,202308,24000,0
201909,458052,1,24,9247780,0,0031,100,000,201705,5600,1,01,202205,24000,0
201808,952870,1,24,3463126,0,0031,100,000,201808,2100,0,00,000000,0,0
201809,525621,1,24,3722477,0,0031,100,000,201705,1100,0,00,000000,0,0
201911,1272264,1,24,5960022,0,0031,100,000,201001,3500,0,00,000000,0,0
201806,1578781,1,24,3515952,0,0031,100,000,201507,4400,0,00,000000,0,0
202001,191908,1,24,1592827,0,0031,100,000,201905,1100,1,04,202005,24000,0
201912,819490,1,24,1468629,0,0031,100,000,201609,3300,1,01,202209,24000,0
201911,851254,1,24,4421528,0,0031,100,000,201909,3500,1,04,202403,24000,0
201910,160596,1,24,6115244,0,0031,100,000,201604,2400,1,01,202104,28000,0
202004,455892,1,24,183559,0,0031,100,000,201801,2700,1,01,202201,24000,0
201809,1116255,1,24,1962459,0,0031,100,000,201705,11000,0,00,000000,0,0
202004,1803098,1,24,9601256,0,0031,100,000,201910,16000,1,01,202410,24000,0
201901,340508,1,24,5093319,0,0031,100,000,201511,2500,0,00,000000,0,0
201807,177795,1,24,7796073,0,0031,100,000,201604,1400,0,00,000000,0,0
202005,1065036,1,24,4618012,0,0031,100,000,201808,1300,1,04,202008,24000,0
201905,1040735,1,24,8738665,0,0031,100,000,201609,5400,0,00,000000,0,0
202005,1133606,1,24,8439118,0,0031,100,000,201708,4500,1,01,202208,28000,0
202001,1202346,1,24,6044744,0,0031,100,000,201608,8100,1,01,202108,28000,0
201812,916668,1,24,3764285,0,0031,100,000,201703,3200,0,00,000000,0,0
201809,224215,1,24,2501570,0,0031,100,000,201606,20000,0,00,000000,0,0
201906,1692872,1,24,9574016,0,0031,100,000,201610,1100,1,01,202110,28000,0
201908,941161,1,24,9462598,0,0031,100,000,201001,1500,0,00,000000,0,0
201810,105952,1,24,3876376,0,0031,100,000,201509,6300,0,00,000000,0,0
201812,89815,1,24,2237383,0,0031,100,000,201607,2200,0,00,000000,0,0
202004,1236182,1,24,4146123,0,0031,100,000,201203,4500,0,00,000000,0,0
201904,1796225,1,24,7812926,0,0031,100,000,201702,2700,0,00,000000,0,0
202005,1752841,1,24,7813911,0,0031,100,000,201304,20000,0,00,000000,0,0
201908,1042683,1,24,2700996,0,0031,100,000,201709,4000,1,04,202009,28000,0
201906,498400,1,24,2825770,0,0031,100,000,201612,1700,0,00,000000,0,0
201811,18047,1,24,6291680,0,0031,100,000,201502,2400,0,00,000000,0,0
202004,1052666,1,24,14923,0,0031,100,000,201611,3900,0,00,000000,0,0
201808,1669207,1,24,1063433,0,0031,100,000,201506,3900,0,00,000000,0,0
201909,1669207,1,24,9940111,0,0031,100,000,201506,2300,1,01,202006,29000,0
201806,478213,1,24,4386362,0,0031,100,000,201802,2600,0,00,000000,0,0
201808,1601647,1,24,2388052,0,0031,100,000,201802,2400,0,00,000000,0,0
201902,1601647,1,24,2388052,0,0031,100,000,201802,2400,0,00,000000,0,0
202006,1015705,1,24,6519741,0,0031,100,000,201504,3600,0,00,000000,0,0
201809,518019,1,24,6728379,0,0031,100,000,201801,6700,0,00,000000,0,0
201902,1073078,1,24,9779459,0,0031,100,000,201607,3300,0,00,000000,0,0
201906,1133606,1,24,8439118,0,0031,100,000,201708,4500,1,01,202208,28000,0
201902,458052,1,24,5817433,0,0031,100,000,201811,3000,0,00,000000,0,0
201912,1233170,1,24,9691673,0,0031,100,000,201512,890,0,00,000000,0,0
201808,55196,1,24,2407081,0,0031,100,000,201703,1800,0,00,000000,0,0
201809,530664,1,24,3258027,0,0031,100,000,201301,1700,0,00,000000,0,0
201810,1192843,1,24,4285703,0,0031,100,000,201304,4500,0,00,000000,0,0
201911,1918004,1,24,782884,0,0031,100,000,201608,2700,0,00,000000,0,0
