YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,LN_CD_1,LN_CD_2,LN_CD_3,LN_DT,LN_AMT,RATE_YN,RPY_CD,EXP_DT,RATE,RPY_AMT
201812,246923,1,24,818707,0,0031,100,000,201608,8600,0,00,000000,0,0
201901,1042683,1,24,2700996,0,0031,100,000,201709,4700,0,00,000000,0,0
202003,1955018,1,24,6353154,0,0031,100,000,201902,3600,1,04,202201,24000,0
201902,1446384,1,24,352833,0,0031,100,000,201406,14000,0,00,000000,0,0
201909,516826,1,24,1231525,0,0031,100,000,201904,1200,1,01,202004,24000,0
201904,819490,1,24,1468629,0,0031,100,000,201609,3300,1,01,201909,28000,0
201901,662243,1,24,9585801,0,0031,100,000,201109,810,0,00,000000,0,0
201810,246923,1,24,818707,0,0031,100,000,201608,8600,0,00,000000,0,0
202005,53480,1,24,194396,0,0031,100,000,201807,470,0,00,000000,0,0
202003,8667,1,24,93270,0,0031,100,000,201506,13000,1,01,202006,28000,0
201806,806994,1,24,8216907,0,0031,100,000,201001,11000,0,00,000000,0,0
201812,744841,1,24,8788245,0,0031,100,000,201505,1700,0,00,000000,0,0
201906,159954,1,24,6424373,0,0031,100,000,201807,2400,1,01,202007,24000,0
201904,253927,1,24,6354311,0,0031,100,000,201801,13000,1,04,202208,24000,0
201910,1166417,1,24,5405465,0,0031,100,000,201312,12000,0,00,000000,0,0
202006,939273,1,24,9687480,0,0031,100,000,201601,6000,0,00,000000,0,0
202006,1535430,1,24,5548765,0,0031,100,000,201605,2400,1,01,202105,24000,0
202006,980768,1,24,5310497,0,0031,100,000,201706,3600,0,00,000000,0,0
201811,1585700,1,24,5629349,0,0031,100,000,201703,20000,0,00,000000,0,0
201910,1086997,1,24,1749554,0,0031,100,000,201106,3100,0,00,000000,0,0
201909,1686129,1,24,8525752,0,0031,100,000,201901,7600,1,04,202201,24000,0
201912,494650,1,24,10032770,0,0031,100,000,201305,12000,0,00,000000,0,0
201811,1768880,1,24,2352044,0,0031,100,000,201603,6500,0,00,000000,0,0
201907,1824390,1,24,3426798,0,0031,290,000,201906,2700,1,04,202206,24000,0
201807,1592430,1,24,5994503,0,0031,100,000,201706,3800,0,00,000000,0,0
201904,118218,1,24,324901,0,0031,100,000,201607,250,0,00,000000,0,0
201908,1208746,1,24,3192709,0,0031,100,000,201510,11000,1,01,202009,30000,0
201807,976801,1,24,5390709,0,0031,100,000,201802,3000,0,00,000000,0,0
202003,846210,1,24,7769983,0,0031,100,000,201608,2200,1,01,202108,24000,0
201809,1012844,1,24,2248450,0,0031,100,000,201707,1500,0,00,000000,0,0
201812,757588,1,24,4852019,0,0031,510,000,201210,18000,0,00,000000,0,0
201908,968124,1,24,1868499,0,0031,100,000,201002,2200,0,00,000000,0,0
202004,1642338,1,24,9195989,0,0031,100,000,201209,20000,0,00,000000,0,0
201811,1907852,1,24,6574369,0,0031,100,000,201602,2400,0,00,000000,0,0
202004,1012844,1,24,2248450,0,0031,100,000,201707,1000,1,04,202204,28000,0
202001,1335818,1,24,8308406,0,0031,100,000,201907,2100,1,01,202407,24000,0
201911,1573436,1,24,930967,0,0031,100,000,201507,3300,1,01,202007,28000,0
201902,1335818,1,24,855368,0,0031,100,000,201611,1900,0,00,000000,0,0
202001,294874,1,24,3289649,0,0031,100,000,201602,600,1,01,202101,28000,0
202002,1241988,1,24,6721084,0,0031,100,000,201601,3500,0,00,000000,0,0
201909,1828640,1,24,4607526,0,0031,100,000,201710,1500,1,04,202010,28000,0
201808,340508,1,24,4610811,0,0031,100,000,201510,3900,0,00,000000,0,0
201812,325526,1,24,5007634,0,0031,100,000,201802,3900,0,00,000000,0,0
201906,1730119,1,24,4497923,0,0031,100,000,201809,9000,1,01,202309,24000,0
202002,939273,1,24,9687480,0,0031,100,000,201601,6000,0,00,000000,0,0
201903,1503270,1,24,7337837,0,0031,100,000,201506,2400,0,00,000000,0,0
201901,518019,1,24,6728379,0,0031,100,000,201810,6400,0,00,000000,0,0
201902,247079,1,24,5580819,0,0031,100,000,201504,2300,0,00,000000,0,0
202006,109155,1,24,818679,0,0031,590,000,201111,3500,0,00,000000,0,0
202005,1040735,1,24,7622977,0,0031,100,000,201701,1100,0,00,000000,0,0
202002,1503573,1,24,6216455,0,0031,100,000,201911,1700,1,01,202411,24000,0
201909,623363,1,24,9325934,0,0031,100,000,201001,20000,0,00,000000,0,0
201902,773478,1,24,9712239,0,0031,100,000,201810,1900,0,00,000000,0,0
201904,1381166,1,24,8816549,0,0031,100,000,201803,660,0,00,000000,0,0
201911,952870,1,24,6469422,0,0031,100,000,201608,7000,1,01,202108,28000,0
201810,231208,1,24,444871,0,0031,100,000,201507,2300,0,00,000000,0,0
201810,904142,1,24,3301580,0,0031,100,000,201607,12000,0,00,000000,0,0
201901,1040735,1,24,7622977,0,0031,100,000,201701,2700,0,00,000000,0,0
201806,888544,1,24,6172418,0,0031,100,000,201703,1100,0,00,000000,0,0
201910,498400,1,24,2825770,0,0031,100,000,201806,1400,1,01,202106,24000,0
201808,1367036,1,24,2903250,0,0031,100,000,201710,12000,0,00,000000,0,0
201906,819490,1,24,7895031,0,0031,100,000,201705,3300,1,01,202205,28000,0
202005,916668,1,24,3764285,0,0031,100,000,201703,3200,1,01,202103,24000,0
202005,484004,1,24,7908252,0,0031,100,000,201605,6000,0,00,000000,0,0
202001,478213,1,24,2260119,0,0031,100,000,201802,2100,0,00,000000,0,0
201911,1593802,1,24,4409831,0,0031,100,000,201509,3400,1,01,202009,30000,0
201905,1503270,1,24,7337837,0,0031,100,000,201506,2400,0,00,000000,0,0
202004,1542158,1,24,4223023,0,0031,100,000,201308,520,0,00,000000,0,0
201903,467185,1,24,5452807,0,0031,100,000,201703,1800,0,00,000000,0,0
201901,1132423,1,24,2239246,0,0031,100,000,201204,1700,0,00,000000,0,0
202001,1450306,1,24,1055946,0,0031,100,000,201911,5400,1,01,202411,24000,0
201806,118218,1,24,324901,0,0031,100,000,201607,2700,0,00,000000,0,0
201809,458052,1,24,5817433,0,0031,100,000,201804,2300,0,00,000000,0,0
201908,952870,1,24,3463126,0,0031,100,000,201808,1800,1,04,202304,24000,0
202001,57536,1,24,3874144,0,0031,100,000,201608,11000,0,00,000000,0,0
201911,1052666,1,24,14923,0,0031,100,000,201611,3900,0,00,000000,0,0
201901,404030,1,24,9901136,0,0031,100,000,201610,7000,0,00,000000,0,0
201903,283879,1,24,432763,0,0031,100,000,201507,12000,0,00,000000,0,0
201806,628107,1,24,1876932,0,0031,100,000,201711,1000,0,00,000000,0,0
201901,484848,1,24,3106658,0,0031,100,000,201110,2200,0,00,000000,0,0
201908,1578781,1,24,3549248,0,0031,100,000,201511,5600,0,00,000000,0,0
201902,19050,1,24,2610804,0,0031,100,000,201809,3300,0,00,000000,0,0
201806,815894,1,24,8988298,0,0031,290,000,201611,2100,0,00,000000,0,0
201912,579203,1,24,1983702,0,0031,100,000,201305,2500,0,00,000000,0,0
202006,580622,1,24,8321995,0,0031,100,000,201109,10000,0,00,000000,0,0
201905,1875318,1,24,3041465,0,0031,100,000,201411,1700,0,00,000000,0,0
201901,1192255,1,24,5987913,0,0031,100,000,201508,13000,0,00,000000,0,0
201903,375265,1,24,3016603,0,0031,100,000,201510,1700,0,00,000000,0,0
201812,773478,1,24,9712239,0,0031,100,000,201810,2000,0,00,000000,0,0
201807,1450306,1,24,1055946,0,0031,100,000,201801,3200,0,00,000000,0,0
201903,1601647,1,24,6782779,0,0031,100,000,201207,2400,0,00,000000,0,0
201912,757556,1,24,6692172,0,0031,100,000,201503,140,0,00,000000,0,0
201906,1552981,1,24,660964,0,0031,100,000,201504,3300,0,00,000000,0,0
201912,171450,1,24,1594752,0,0031,590,000,201604,5000,0,00,000000,0,0
201912,231002,1,24,10020936,0,0031,100,000,201806,2800,1,01,202306,24000,0
201808,498400,1,24,2825770,0,0031,100,000,201801,1800,0,00,000000,0,0
201907,1955018,1,24,6353154,0,0031,100,000,201902,3600,1,04,202201,24000,0
201912,226766,1,24,7503220,0,0031,100,000,201701,2100,0,00,000000,0,0
201806,893829,1,24,2274040,0,0031,100,000,201805,2000,0,00,000000,0,0
201909,1040735,1,24,7622977,0,0031,100,000,201701,2700,0,00,000000,0,0
201906,1642338,1,24,9195989,0,0031,100,000,201209,20000,0,00,000000,0,0
201906,1496577,1,24,3003839,0,0031,100,000,201405,2400,0,00,000000,0,0
201908,693402,1,24,3280680,0,0031,100,000,201001,6300,0,00,000000,0,0
201903,1735768,1,24,2552588,0,0031,100,000,201706,900,0,00,000000,0,0
201809,845786,1,24,4718144,0,0031,510,000,201102,1600,0,00,000000,0,0
201903,1872464,1,24,3749542,0,0031,100,000,201808,8000,0,00,000000,0,0
202006,1601647,1,24,6477367,0,0031,100,000,201306,280,0,00,000000,0,0
201812,1844091,1,24,582689,0,0031,100,000,201612,4400,0,00,000000,0,0
201806,1215779,1,24,952002,0,0031,100,000,201601,3600,0,00,000000,0,0
202002,1521706,1,24,9020474,0,0031,100,000,201611,20000,0,00,000000,0,0
201904,1045456,1,24,4730303,0,0031,100,000,201001,380,0,00,000000,0,0
201810,1286160,1,24,6509122,0,0031,100,000,201503,6500,0,00,000000,0,0
201809,1547181,1,24,6094843,0,0031,100,000,201504,3300,0,00,000000,0,0
201908,1823637,1,24,8478514,0,0031,100,000,201504,3600,0,00,000000,0,0
201912,1453,1,24,7322190,0,0031,100,000,201609,1400,0,00,000000,0,0
201905,404782,1,24,9907880,0,0031,100,000,201607,3600,1,01,202007,24000,0
201812,798855,1,24,7956444,0,0031,100,000,201102,6500,0,00,000000,0,0
202004,939273,1,24,9687480,0,0031,100,000,201601,6000,0,00,000000,0,0
201908,1302487,1,24,8740028,0,0031,100,000,201807,2700,1,01,202007,24000,0
201811,1405325,1,24,104899,0,0031,100,000,201606,4200,0,00,000000,0,0
202006,1451952,1,24,6667651,0,0031,100,000,201706,4600,0,00,000000,0,0
201902,1803098,1,24,6511662,0,0031,100,000,201611,1800,0,00,000000,0,0
201806,1499933,1,24,9090320,0,0031,100,000,201803,3000,0,00,000000,0,0
201806,371652,1,24,3824906,0,0031,100,000,201702,13000,0,00,000000,0,0
201812,1593802,1,24,999741,0,0031,100,000,201509,3300,0,00,000000,0,0
201907,246923,1,24,4779432,0,0031,100,000,201712,4500,1,01,202212,28000,0
201903,238475,1,24,8549236,0,0031,100,000,201604,2200,0,00,000000,0,0
201903,1552981,1,24,3104631,0,0031,100,000,201508,2900,0,00,000000,0,0
201911,1585700,1,24,5629349,0,0031,100,000,201703,20000,0,00,000000,0,0
201902,1768880,1,24,2352044,0,0031,100,000,201603,6500,0,00,000000,0,0
201909,1374501,1,24,10039433,0,0031,100,000,201804,1600,1,04,202104,24000,0
201806,1374501,1,24,5930702,0,0031,100,000,201712,2100,0,00,000000,0,0
201912,294874,1,24,3289649,0,0031,100,000,201602,600,1,01,202101,28000,0
201906,628107,1,24,1876932,0,0031,100,000,201901,720,1,01,202001,24000,0
202001,1336010,1,24,9440172,0,0031,100,000,201910,9900,1,04,202110,24000,0
201909,295724,1,24,2639171,0,0031,100,000,201011,20000,0,00,000000,0,0
202006,480886,1,24,9352179,0,0031,100,000,202006,2200,1,01,202306,24000,0
201806,1872464,1,24,2319207,0,0031,290,000,201612,2400,0,00,000000,0,0
202004,1593802,1,24,4889361,0,0031,100,000,201509,3300,1,01,202009,30000,0
201806,1822353,1,24,9667058,0,0031,100,000,201505,2400,0,00,000000,0,0
201902,57536,1,24,9652239,0,0031,100,000,201511,6300,0,00,000000,0,0
201905,1559728,1,24,6834112,0,0031,100,000,201603,1800,0,00,000000,0,0
201912,1228504,1,24,5775921,0,0031,100,000,201906,2400,1,01,202406,24000,0
201904,1140387,1,24,3254828,0,0031,100,000,201710,17000,0,00,000000,0,0
201809,1533292,1,24,7610083,0,0031,100,000,201510,5200,0,00,000000,0,0
201904,677906,1,24,7022551,0,0031,100,000,201611,1500,0,00,000000,0,0
201808,19050,1,24,2610804,0,0031,100,000,201603,11000,0,00,000000,0,0
201908,312614,1,24,6998617,0,0031,100,000,201802,14000,1,01,202302,24000,0
201806,864980,1,24,7114386,0,0031,100,000,201707,12000,0,00,000000,0,0
201903,559914,1,24,9329576,0,0031,100,000,201903,2700,1,01,202003,24000,0
202005,762381,1,24,2187888,0,0031,100,000,201906,870,1,01,202406,24000,0
201907,693403,1,24,3841585,0,0031,100,000,201709,3100,1,04,201912,28000,0
201909,826676,1,24,355130,0,0031,100,000,201505,3300,1,08,202005,30000,0
202004,634688,1,24,5738089,0,0031,100,000,202004,800,1,01,202504,24000,0
202002,1174264,1,24,7869889,0,0031,100,000,201512,2700,1,01,202012,28000,0
201812,1257450,1,24,212067,0,0031,100,000,201705,5200,0,00,000000,0,0
201908,343589,1,24,7487795,0,0031,100,000,201604,3700,0,00,000000,0,0
201903,1108393,1,24,3316648,0,0031,100,000,201903,3900,0,00,000000,0,0
201811,510314,1,24,2587600,0,0031,100,000,201802,5400,0,00,000000,0,0
202005,1547190,1,24,2932733,0,0031,100,000,202001,2700,1,01,202301,24000,0
202006,1114316,1,24,3219813,0,0031,100,000,201510,3100,0,00,000000,0,0
202001,1015705,1,24,6519741,0,0031,100,000,201504,3600,0,00,000000,0,0
201905,359867,1,24,6974813,0,0031,100,000,201602,2100,0,00,000000,0,0
202001,851709,1,24,4016329,0,0031,100,000,201501,120,0,00,000000,0,0
201812,1505156,1,24,703865,0,0031,100,000,201711,1900,0,00,000000,0,0
202003,1258336,1,24,879044,0,0031,100,000,201612,2200,1,01,202012,24000,0
201910,77690,1,24,4353417,0,0031,100,000,201406,3800,0,00,000000,0,0
201908,404782,1,24,3524969,0,0031,100,000,201708,3600,1,01,202208,28000,0
201807,1587290,1,24,3559325,0,0031,510,000,201603,2400,0,00,000000,0,0
201909,109155,1,24,818679,0,0031,590,000,201111,3500,0,00,000000,0,0
201907,1132423,1,24,2239246,0,0031,100,000,201204,1700,0,00,000000,0,0
201808,1192843,1,24,8686328,0,0031,100,000,201303,2700,0,00,000000,0,0
201907,1218286,1,24,7332706,0,0031,100,000,201603,4000,0,00,000000,0,0
201904,404782,1,24,3524969,0,0031,100,000,201708,3600,1,01,202208,28000,0
201810,476671,1,24,6847982,0,0031,100,000,201704,3400,0,00,000000,0,0
201811,861496,1,24,1668564,0,0031,100,000,201708,1800,0,00,000000,0,0
201905,405006,1,24,563023,0,0031,100,000,201005,4700,0,00,000000,0,0
201902,1630054,1,24,7746479,0,0031,100,000,201708,2700,0,00,000000,0,0
202004,757556,1,24,6692172,0,0031,100,000,201503,140,0,00,000000,0,0
201904,1233170,1,24,3413854,0,0031,100,000,201512,2100,0,00,000000,0,0
201907,1012844,1,24,2248450,0,0031,100,000,201707,1300,1,04,202204,28000,0
201901,1258336,1,24,879044,0,0031,100,000,201612,2200,0,00,000000,0,0
201911,737905,1,24,3366790,0,0031,100,000,201505,2400,1,01,202005,24000,0
202002,1639016,1,24,9592837,0,0031,100,000,201905,1800,1,01,202405,24000,0
201811,1924058,1,24,1146341,0,0031,100,000,201111,10000,0,00,000000,0,0
201810,1782391,1,24,19199,0,0031,100,000,201805,3600,0,00,000000,0,0
202001,656457,1,24,9565878,0,0031,100,000,201901,890,1,01,202401,24000,0
201808,1108393,1,24,3316648,0,0031,100,000,201707,1400,0,00,000000,0,0
201904,1876977,1,24,5759599,0,0031,100,000,201806,4300,1,01,202306,24000,0
202006,1208746,1,24,3192709,0,0031,100,000,201510,11000,1,01,202009,30000,0
201810,1377866,1,24,4015091,0,0031,100,000,201605,3300,0,00,000000,0,0
201901,70784,1,24,7313038,0,0031,100,000,201605,3300,0,00,000000,0,0
201908,1040735,1,24,8738665,0,0031,100,000,201604,220,0,00,000000,0,0
201902,283879,1,24,432763,0,0031,100,000,201507,12000,0,00,000000,0,0
201811,343589,1,24,7487795,0,0031,100,000,201512,6100,0,00,000000,0,0
202003,564209,1,24,3550233,0,0031,100,000,201612,7700,0,00,000000,0,0
202005,1796225,1,24,7812926,0,0031,100,000,201702,2700,1,01,202202,28000,0
202002,398949,1,24,7410005,0,0031,100,000,201708,9400,0,00,000000,0,0
201806,1147085,1,24,7724148,0,0031,290,000,201803,7400,0,00,000000,0,0
201910,1823637,1,24,8478514,0,0031,100,000,201312,3600,0,00,000000,0,0
202004,1040735,1,24,8738665,0,0031,100,000,201604,220,0,00,000000,0,0
201911,375265,1,24,3016603,0,0031,100,000,201510,1700,0,00,000000,0,0
201902,1450306,1,24,1055946,0,0031,100,000,201801,3100,0,00,000000,0,0
201906,560032,1,24,8782086,0,0031,100,000,201208,9600,0,00,000000,0,0
201905,1875318,1,24,3041465,0,0031,100,000,201001,2200,0,00,000000,0,0
202003,851254,1,24,7643262,0,0031,100,000,201907,3300,1,01,202407,24000,0
201904,1208746,1,24,3192709,0,0031,100,000,201510,11000,1,01,202009,30000,0
202002,1042683,1,24,9058787,0,0031,100,000,201702,11000,1,04,202004,28000,0
201911,112464,1,24,9610445,0,0031,100,000,201804,17000,1,01,202309,24000,0
202003,1950631,1,24,8983053,0,0031,100,000,201402,3500,0,00,000000,0,0
201911,1302487,1,24,8740028,0,0031,100,000,201807,2600,0,00,000000,0,0
201806,1476986,1,24,9047061,0,0031,100,000,201708,2100,0,00,000000,0,0
201904,1028582,1,24,9547439,0,0031,100,000,201506,2700,1,01,202006,25000,0
201807,171450,1,24,5048473,0,0031,590,000,201604,5000,0,00,000000,0,0
201903,1218286,1,24,7332706,0,0031,100,000,201603,4000,0,00,000000,0,0
201810,332647,1,24,4776643,0,0031,100,000,201702,9600,0,00,000000,0,0
201910,1824390,1,24,3426798,0,0031,100,000,201906,2600,1,04,202206,24000,0
202001,1934111,1,24,5403671,0,0031,290,000,201808,9300,1,01,202108,24000,0
201809,1405325,1,24,104899,0,0031,100,000,201606,4400,0,00,000000,0,0
202005,580622,1,24,8321995,0,0031,100,000,201109,10000,0,00,000000,0,0
202002,406912,1,24,5383541,0,0031,100,000,201512,13000,0,00,000000,0,0
201911,1177091,1,24,8947713,0,0031,100,000,201508,2000,1,08,202008,30000,0
201810,1876977,1,24,5759599,0,0031,100,000,201806,4600,0,00,000000,0,0
201811,1639016,1,24,9592837,0,0031,100,000,201809,3300,0,00,000000,0,0
201912,1873717,1,24,8771991,0,0031,100,000,201705,9100,1,04,202012,28000,0
201810,1065289,1,24,1498761,0,0031,100,000,201606,3900,0,00,000000,0,0
201809,916668,1,24,3764285,0,0031,100,000,201703,3200,0,00,000000,0,0
201907,177795,1,24,7796073,0,0031,100,000,201604,1300,1,08,202104,28000,0
201906,1290341,1,24,2213615,0,0031,100,000,201604,300,0,00,000000,0,0
202006,788310,1,24,4938434,0,0031,100,000,202005,11000,1,01,202105,24000,0
201911,619476,1,24,559066,0,0031,100,000,201402,3400,0,00,000000,0,0
201907,1094668,1,24,1477767,0,0031,100,000,201306,6200,0,00,000000,0,0
202005,404782,1,24,3524969,0,0031,100,000,201708,3500,0,00,000000,0,0
202006,232560,1,24,4003850,0,0031,100,000,202006,3300,1,01,202106,24000,0
201911,1043858,1,24,2115773,0,0031,100,000,201706,900,0,00,000000,0,0
201905,391547,1,24,4103855,0,0031,100,000,201303,160,0,00,000000,0,0
201903,1362750,1,24,5072472,0,0031,100,000,201609,5200,0,00,000000,0,0
201904,1585700,1,24,5629349,0,0031,100,000,201703,20000,0,00,000000,0,0
201907,1552981,1,24,3104631,0,0031,100,000,201508,2900,0,00,000000,0,0
201806,1381166,1,24,8816549,0,0031,100,000,201803,2500,0,00,000000,0,0
201812,678251,1,24,391393,0,0031,100,000,201204,4700,0,00,000000,0,0
201909,202181,1,24,3665655,0,0031,100,000,201807,17000,1,01,202107,24000,0
202001,851709,1,24,4016329,0,0031,100,000,201402,200,0,00,000000,0,0
201808,1955018,1,24,2583319,0,0031,100,000,201605,3600,0,00,000000,0,0
201906,220410,1,24,1554741,0,0031,100,000,201603,2400,0,00,000000,0,0
201910,1086997,1,24,1749554,0,0031,100,000,201306,570,0,00,000000,0,0
201912,177795,1,24,7796073,0,0031,100,000,201506,1800,1,08,202006,30000,0
201911,952870,1,24,7261330,0,0031,100,000,201705,5500,1,08,202205,28000,0
201906,302007,1,24,7729377,0,0031,100,000,201801,1800,1,04,202201,24000,0
201808,1086252,1,24,9245091,0,0031,100,000,201510,3600,0,00,000000,0,0
201809,722328,1,24,7621178,0,0031,290,000,201803,2700,0,00,000000,0,0
201909,810369,1,24,5422204,0,0031,100,000,201603,14000,0,00,000000,0,0
201807,1208746,1,24,9437644,0,0031,100,000,201607,8800,0,00,000000,0,0
201902,1052666,1,24,5372245,0,0031,100,000,201612,3700,0,00,000000,0,0
202004,748795,1,24,3591571,0,0031,200,000,201702,16000,0,00,000000,0,0
201912,605980,1,24,6187306,0,0031,100,000,201303,3300,0,00,000000,0,0
201906,19050,1,24,2610804,0,0031,100,000,201809,3300,0,00,000000,0,0
201903,112464,1,24,5031782,0,0031,100,000,201804,9900,0,00,000000,0,0
201910,404782,1,24,2863770,0,0031,100,000,201802,9100,1,04,202210,24000,0
202004,220802,1,24,2419946,0,0031,100,000,201911,2900,1,04,202011,21000,0
201907,810369,1,24,5422204,0,0031,100,000,201603,14000,0,00,000000,0,0
202004,398949,1,24,7410005,0,0031,100,000,201708,9400,0,00,000000,0,0
201912,1823637,1,24,8478514,0,0031,100,000,201504,3600,0,00,000000,0,0
201811,1186437,1,24,6609789,0,0031,100,000,201709,1800,0,00,000000,0,0
201911,1476986,1,24,7871738,0,0031,100,000,201809,1100,1,04,202011,24000,0
201906,1803098,1,24,7138331,0,0031,100,000,201805,20000,1,04,202301,24000,0
201903,619476,1,24,559066,0,0031,100,000,201310,5000,0,00,000000,0,0
202004,1730119,1,24,4497923,0,0031,100,000,201809,9000,1,01,202309,24000,0
201910,1796225,1,24,7812926,0,0031,100,000,201702,2700,1,01,202202,28000,0
201911,458052,1,24,5817433,0,0031,100,000,201811,2700,1,04,202306,24000,0
201902,340508,1,24,4610811,0,0031,100,000,201510,3800,0,00,000000,0,0
202003,801488,1,24,7457842,0,0031,100,000,201603,3600,0,00,000000,0,0
202005,1132423,1,24,2239246,0,0031,100,000,201204,1700,0,00,000000,0,0
202005,1921224,1,24,5903209,0,0031,100,000,201412,8600,0,00,000000,0,0
201811,1233170,1,24,3413854,0,0031,100,000,201512,2100,0,00,000000,0,0
201906,1455644,1,24,5820597,0,0031,100,000,201603,3300,1,01,202103,28000,0
201909,288219,1,24,3006154,0,0031,100,000,201507,560,0,00,000000,0,0
201808,1503573,1,24,5674568,0,0031,100,000,201806,2200,0,00,000000,0,0
202004,1918004,1,24,3305439,0,0031,100,000,201601,1800,0,00,000000,0,0
201808,1374972,1,24,3691016,0,0031,100,000,201302,12000,0,00,000000,0,0
201911,1503573,1,24,6216455,0,0031,100,000,201911,1700,1,01,202411,24000,0
201911,1823637,1,24,8478514,0,0031,100,000,201504,3600,0,00,000000,0,0
201911,476671,1,24,6847982,0,0031,100,000,201704,2200,1,01,202204,28000,0
201807,1803098,1,24,6511662,0,0031,100,000,201611,1800,0,00,000000,0,0
201907,1233170,1,24,3413854,0,0031,100,000,201512,2100,0,00,000000,0,0
201808,1132423,1,24,3159539,0,0031,100,000,201204,1700,0,00,000000,0,0
201901,1086252,1,24,9245091,0,0031,100,000,201508,3600,0,00,000000,0,0
201902,191908,1,24,1592827,0,0031,100,000,201901,2000,0,00,000000,0,0
202002,1823637,1,24,5077271,0,0031,100,000,201312,9600,0,00,000000,0,0
201908,405006,1,24,563023,0,0031,100,000,201005,4700,0,00,000000,0,0
201910,1803098,1,24,6511662,0,0031,100,000,201611,1800,1,04,202109,28000,0
201901,1517141,1,24,7299049,0,0031,100,000,201806,2500,0,00,000000,0,0
202003,597307,1,24,2072142,0,0031,100,000,201603,16000,0,00,000000,0,0
201901,593725,1,24,3810094,0,0031,100,000,201703,2500,0,00,000000,0,0
202003,1012213,1,24,6553913,0,0031,100,000,201203,16000,0,00,000000,0,0
201812,1331940,1,24,2988494,0,0031,100,000,201512,2300,0,00,000000,0,0
201901,458052,1,24,9247780,0,0031,100,000,201705,5600,0,00,000000,0,0
201912,1503896,1,24,837689,0,0031,100,000,201907,1600,1,01,202107,24000,0
201812,1192843,1,24,4285703,0,0031,100,000,201304,4500,0,00,000000,0,0
201809,1257450,1,24,212067,0,0031,100,000,201705,5600,0,00,000000,0,0
201905,866501,1,24,2370386,0,0031,100,000,201709,1900,1,04,202011,28000,0
201905,18948,1,24,8412104,0,0031,100,000,201510,4400,1,01,202009,30000,0
201910,1052666,1,24,5372245,0,0031,100,000,201612,3700,0,00,000000,0,0
201905,952870,1,24,6469422,0,0031,100,000,201608,7000,0,00,000000,0,0
201810,1918004,1,24,3305439,0,0031,100,000,201601,1800,0,00,000000,0,0
201810,1783915,1,24,1903299,0,0031,100,000,201711,3400,0,00,000000,0,0
202002,1844091,1,24,6114453,0,0031,100,000,201704,9000,1,01,202204,28000,0
201911,118218,1,24,7492635,0,0031,100,000,201605,2700,0,00,000000,0,0
201807,806409,1,24,8181226,0,0031,100,000,201706,860,0,00,000000,0,0
202003,332647,1,24,4776643,0,0031,100,000,201702,9600,1,01,202202,24000,0
201906,656457,1,24,9565878,0,0031,100,000,201901,900,1,01,202401,24000,0
201905,19050,1,24,1512102,0,0031,100,000,201901,3300,0,00,000000,0,0
201807,404782,1,24,2650934,0,0031,100,000,201708,5900,0,00,000000,0,0
201906,1573436,1,24,740838,0,0031,100,000,201602,110,0,00,000000,0,0
201809,513378,1,24,5028533,0,0031,100,000,201208,12000,0,00,000000,0,0
201811,1639016,1,24,5824739,0,0031,100,000,201810,3300,0,00,000000,0,0
201910,1052666,1,24,14923,0,0031,100,000,201611,3900,0,00,000000,0,0
201912,806994,1,24,8216907,0,0031,100,000,201001,9400,0,00,000000,0,0
202004,57536,1,24,9652239,0,0031,100,000,201608,7700,0,00,000000,0,0
201912,731059,1,24,9774154,0,0031,100,000,201712,3400,1,04,202212,24000,0
201807,179145,1,24,2628280,0,0031,100,000,201612,2600,0,00,000000,0,0
201908,564209,1,24,3550233,0,0031,100,000,201612,7700,0,00,000000,0,0
201904,1377827,1,24,4275138,0,0031,100,000,201409,10000,0,00,000000,0,0
201907,976801,1,24,5390709,0,0031,100,000,201802,1200,1,04,202002,24000,0
201806,1730119,1,24,4497923,0,0031,100,000,201612,2600,0,00,000000,0,0
201807,815540,1,24,7881100,0,0031,100,000,201508,2400,0,00,000000,0,0
201807,431957,1,24,6616109,0,0031,100,000,201707,1600,0,00,000000,0,0
201807,1011342,1,24,9681885,0,0031,100,000,201705,11000,0,00,000000,0,0
201911,1907852,1,24,7326269,0,0031,100,000,201802,2400,1,01,202302,24000,0
201810,1040735,1,24,8738665,0,0031,100,000,201609,5400,0,00,000000,0,0
202001,1752841,1,24,7813911,0,0031,100,000,201304,20000,0,00,000000,0,0
201811,1058688,1,24,6552864,0,0031,100,000,201610,1900,0,00,000000,0,0
202001,1476986,1,24,7871738,0,0031,100,000,201809,920,1,04,202011,24000,0
201910,1639016,1,24,5824739,0,0031,100,000,201810,3300,1,01,202110,24000,0
201806,1012213,1,24,753849,0,0031,100,000,201201,9600,0,00,000000,0,0
201911,1918004,1,24,3305439,0,0031,100,000,201601,1800,0,00,000000,0,0
201810,1517141,1,24,7299049,0,0031,100,000,201806,2600,0,00,000000,0,0
201912,348280,1,24,6769355,0,0031,100,000,201810,2300,1,04,202210,24000,0
201909,1695488,1,24,8645637,0,0031,100,000,201604,540,1,01,202104,28000,0
201909,168422,1,24,217305,0,0031,100,000,201210,11000,0,00,000000,0,0
201809,944001,1,24,1618153,0,0031,100,000,201703,4600,0,00,000000,0,0
201806,259054,1,24,9056814,0,0031,100,000,201706,12000,0,00,000000,0,0
